ID	Gene_name	Alternative_name	Gene_name_use	Alternative_name_use	Product_name
NCBI_8091	blaPDC-207	NA	blaPDC-207		class_C_beta-lactamase_PDC-207
NCBI_2611	blaPDC-208	NA	blaPDC-208		class_C_beta-lactamase_PDC-208
NCBI_2612	blaPDC-209	NA	blaPDC-209		class_C_beta-lactamase_PDC-209
NCBI_2613	blaPDC-210	NA	blaPDC-210		class_C_beta-lactamase_PDC-210
NCBI_2633	blaPDC-211	NA	blaPDC-211		class_C_beta-lactamase_PDC-211
NCBI_2634	blaPDC-212	NA	blaPDC-212		class_C_beta-lactamase_PDC-212
NCBI_2365	blaPDC-213	NA	blaPDC-213		class_C_beta-lactamase_PDC-213
NCBI_2636	blaPDC-214	NA	blaPDC-214		class_C_beta-lactamase_PDC-214
NCBI_2637	blaPDC-215	NA	blaPDC-215		class_C_beta-lactamase_PDC-215
NCBI_2638	blaPDC-216	NA	blaPDC-216		class_C_beta-lactamase_PDC-216
NCBI_2639	blaPDC-217	NA	blaPDC-217		class_C_beta-lactamase_PDC-217
NCBI_2640	blaPDC-218	NA	blaPDC-218		class_C_beta-lactamase_PDC-218
NCBI_2641	blaPDC-219	NA	blaPDC-219		class_C_beta-lactamase_PDC-219
NCBI_1463	blaPDC-21a	NA	blaPDC-21a		class_C_beta-lactamase_PDC-21a
NCBI_1464	blaPDC-21b	NA	blaPDC-21b		class_C_beta-lactamase_PDC-21b
NCBI_6941	blaPDC-22	blaPDC-22a	blaPDC-22	blaPDC-22a	class_C_beta-lactamase_PDC-22
NCBI_2635	blaPDC-220	NA	blaPDC-220		class_C_beta-lactamase_PDC-220
NCBI_2804	blaPDC-221	NA	blaPDC-221		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-221
NCBI_2805	blaPDC-222	NA	blaPDC-222		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-222
NCBI_2806	blaPDC-223	NA	blaPDC-223		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-223
NCBI_2813	blaPDC-224	NA	blaPDC-224		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-224
NCBI_8093	blaPDC-225	NA	blaPDC-225		class_C_beta-lactamase_PDC-225
NCBI_23	blaPDC-226	NA	blaPDC-226		class_C_beta-lactamase_PDC-226
NCBI_2882	blaPDC-227	NA	blaPDC-227		class_C_beta-lactamase_PDC-227
NCBI_2883	blaPDC-228	NA	blaPDC-228		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-228
NCBI_2884	blaPDC-229	NA	blaPDC-229		class_C_beta-lactamase_PDC-229
NCBI_7590	blaPDC-23	blaPDC-23a	blaPDC-23	blaPDC-23a	class_C_beta-lactamase_PDC-23
NCBI_2885	blaPDC-230	NA	blaPDC-230		class_C_beta-lactamase_PDC-230
NCBI_2886	blaPDC-231	NA	blaPDC-231		class_C_beta-lactamase_PDC-231
NCBI_2887	blaPDC-232	NA	blaPDC-232		class_C_beta-lactamase_PDC-232
NCBI_2888	blaPDC-233	NA	blaPDC-233		class_C_beta-lactamase_PDC-233
NCBI_2858	blaPDC-234	NA	blaPDC-234		class_C_beta-lactamase_PDC-234
NCBI_2859	blaPDC-235	NA	blaPDC-235		class_C_beta-lactamase_PDC-235
NCBI_2860	blaPDC-236	NA	blaPDC-236		class_C_beta-lactamase_PDC-236
NCBI_2861	blaPDC-237	NA	blaPDC-237		class_C_beta-lactamase_PDC-237
NCBI_2862	blaPDC-238	NA	blaPDC-238		class_C_beta-lactamase_PDC-238
NCBI_2863	blaPDC-239	NA	blaPDC-239		class_C_beta-lactamase_PDC-239
NCBI_6944	blaPDC-24	NA	blaPDC-24		class_C_beta-lactamase_PDC-24
NCBI_7577	blaPDC-240	NA	blaPDC-240		class_C_beta-lactamase_PDC-240
NCBI_2864	blaPDC-241	NA	blaPDC-241		class_C_beta-lactamase_PDC-241
NCBI_2865	blaPDC-242	NA	blaPDC-242		class_C_beta-lactamase_PDC-242
NCBI_2866	blaPDC-243	NA	blaPDC-243		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-243
NCBI_2867	blaPDC-244	NA	blaPDC-244		class_C_beta-lactamase_PDC-244
NCBI_2799	blaPDC-245	NA	blaPDC-245		inhibitor-resistant_class_C_beta-lactamase_PDC-245
NCBI_2868	blaPDC-246	NA	blaPDC-246		class_C_beta-lactamase_PDC-246
NCBI_2869	blaPDC-247	NA	blaPDC-247		class_C_beta-lactamase_PDC-247
NCBI_2870	blaPDC-248	NA	blaPDC-248		class_C_beta-lactamase_PDC-248
NCBI_2871	blaPDC-249	NA	blaPDC-249		class_C_beta-lactamase_PDC-249
NCBI_1465	blaPDC-25	NA	blaPDC-25		class_C_beta-lactamase_PDC-25
NCBI_8094	blaPDC-250	NA	blaPDC-250		class_C_beta-lactamase_PDC-250
NCBI_3062	blaPDC-251	NA	blaPDC-251		class_C_beta-lactamase_PDC-251
NCBI_3063	blaPDC-252	NA	blaPDC-252		class_C_beta-lactamase_PDC-252
NCBI_3064	blaPDC-253	NA	blaPDC-253		class_C_beta-lactamase_PDC-253
NCBI_3065	blaPDC-254	NA	blaPDC-254		class_C_beta-lactamase_PDC-254
NCBI_3066	blaPDC-255	NA	blaPDC-255		class_C_beta-lactamase_PDC-255
NCBI_3067	blaPDC-256	NA	blaPDC-256		class_C_beta-lactamase_PDC-256
NCBI_3068	blaPDC-257	NA	blaPDC-257		class_C_beta-lactamase_PDC-257
NCBI_3069	blaPDC-258	NA	blaPDC-258		class_C_beta-lactamase_PDC-258
NCBI_3070	blaPDC-259	NA	blaPDC-259		class_C_beta-lactamase_PDC-259
NCBI_1466	blaPDC-26	NA	blaPDC-26		class_C_beta-lactamase_PDC-26
NCBI_3071	blaPDC-260	NA	blaPDC-260		class_C_beta-lactamase_PDC-260
NCBI_3072	blaPDC-261	NA	blaPDC-261		class_C_beta-lactamase_PDC-261
NCBI_3073	blaPDC-262	NA	blaPDC-262		class_C_beta-lactamase_PDC-262
NCBI_3074	blaPDC-263	NA	blaPDC-263		class_C_beta-lactamase_PDC-263
NCBI_3075	blaPDC-264	NA	blaPDC-264		class_C_beta-lactamase_PDC-264
NCBI_3076	blaPDC-265	NA	blaPDC-265		class_C_beta-lactamase_PDC-265
NCBI_3077	blaPDC-266	NA	blaPDC-266		class_C_beta-lactamase_PDC-266
NCBI_3078	blaPDC-267	NA	blaPDC-267		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-267
NCBI_3079	blaPDC-268	NA	blaPDC-268		class_C_beta-lactamase_PDC-268
NCBI_3080	blaPDC-270	NA	blaPDC-270		inhibitor-resistant_class_C_beta-lactamase_PDC-270
NCBI_8090	blaPDC-271	NA	blaPDC-271		class_C_beta-lactamase_PDC-271
NCBI_3081	blaPDC-272	NA	blaPDC-272		class_C_beta-lactamase_PDC-272
NCBI_3082	blaPDC-273	NA	blaPDC-273		class_C_beta-lactamase_PDC-273
NCBI_3083	blaPDC-274	NA	blaPDC-274		class_C_beta-lactamase_PDC-274
NCBI_3118	blaPDC-275	NA	blaPDC-275		class_C_beta-lactamase_PDC-275
NCBI_3125	blaPDC-276	NA	blaPDC-276		class_C_beta-lactamase_PDC-276
NCBI_3126	blaPDC-277	NA	blaPDC-277		class_C_beta-lactamase_PDC-277
NCBI_2115	blaPDC-278	NA	blaPDC-278		class_C_beta-lactamase_PDC-278
NCBI_3127	blaPDC-279	NA	blaPDC-279		class_C_beta-lactamase_PDC-279
NCBI_7592	blaPDC-28	blaPDC-22b	blaPDC-28	blaPDC-22b	class_C_beta-lactamase_PDC-28
NCBI_3128	blaPDC-280	NA	blaPDC-280		class_C_beta-lactamase_PDC-280
NCBI_3129	blaPDC-281	NA	blaPDC-281		class_C_beta-lactamase_PDC-281
NCBI_3130	blaPDC-282	NA	blaPDC-282		class_C_beta-lactamase_PDC-282
NCBI_3131	blaPDC-283	NA	blaPDC-283		class_C_beta-lactamase_PDC-283
NCBI_3132	blaPDC-284	NA	blaPDC-284		class_C_beta-lactamase_PDC-284
NCBI_2367	blaPDC-285	NA	blaPDC-285		class_C_beta-lactamase_PDC-285
NCBI_6787	blaPDC-286	NA	blaPDC-286		class_C_beta-lactamase_PDC-286
NCBI_3133	blaPDC-287	NA	blaPDC-287		class_C_beta-lactamase_PDC-287
NCBI_3134	blaPDC-288	NA	blaPDC-288		class_C_beta-lactamase_PDC-288
NCBI_3135	blaPDC-289	NA	blaPDC-289		class_C_beta-lactamase_PDC-289
NCBI_3136	blaPDC-290	NA	blaPDC-290		class_C_beta-lactamase_PDC-290
NCBI_3138	blaPDC-291	NA	blaPDC-291		class_C_beta-lactamase_PDC-291
NCBI_3139	blaPDC-292	NA	blaPDC-292		class_C_beta-lactamase_PDC-292
NCBI_3140	blaPDC-293	NA	blaPDC-293		class_C_beta-lactamase_PDC-293
NCBI_3119	blaPDC-294	NA	blaPDC-294		class_C_beta-lactamase_PDC-294
NCBI_3120	blaPDC-295	NA	blaPDC-295		class_C_beta-lactamase_PDC-295
NCBI_3121	blaPDC-296	NA	blaPDC-296		class_C_beta-lactamase_PDC-296
NCBI_3122	blaPDC-297	NA	blaPDC-297		class_C_beta-lactamase_PDC-297
NCBI_25	blaPDC-298	NA	blaPDC-298		class_C_beta-lactamase_PDC-298
NCBI_3123	blaPDC-299	NA	blaPDC-299		class_C_beta-lactamase_PDC-299
NCBI_6142	blaPDC-3	NA	blaPDC-3		extended-spectrum_class_C_beta-lactamase_PDC-3
NCBI_6135	blaPDC-30	NA	blaPDC-30		cephalosporin-hydrolyzing_class_C_beta-lactamase_PDC-30
NCBI_3124	blaPDC-300	NA	blaPDC-300		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-300
NCBI_3143	blaPDC-301	NA	blaPDC-301		class_C_beta-lactamase_PDC-301
NCBI_3144	blaPDC-302	NA	blaPDC-302		class_C_beta-lactamase_PDC-302
NCBI_3145	blaPDC-303	NA	blaPDC-303		class_C_beta-lactamase_PDC-303
NCBI_3238	blaPDC-304	NA	blaPDC-304		class_C_beta-lactamase_PDC-304
NCBI_3241	blaPDC-305	NA	blaPDC-305		class_C_beta-lactamase_PDC-305
NCBI_3242	blaPDC-306	NA	blaPDC-306		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-306
NCBI_3329	blaPDC-307	NA	blaPDC-307		class_C_beta-lactamase_PDC-307
NCBI_3330	blaPDC-308	NA	blaPDC-308		class_C_beta-lactamase_PDC-308
NCBI_3331	blaPDC-309	NA	blaPDC-309		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-309
NCBI_6794	blaPDC-31	NA	blaPDC-31		class_C_beta-lactamase_PDC-31
NCBI_3332	blaPDC-310	NA	blaPDC-310		class_C_beta-lactamase_PDC-310
NCBI_3333	blaPDC-311	NA	blaPDC-311		class_C_beta-lactamase_PDC-311
NCBI_3334	blaPDC-312	NA	blaPDC-312		class_C_beta-lactamase_PDC-312
NCBI_3335	blaPDC-313	NA	blaPDC-313		class_C_beta-lactamase_PDC-313
NCBI_3336	blaPDC-314	NA	blaPDC-314		class_C_beta-lactamase_PDC-314
NCBI_3366	blaPDC-315	NA	blaPDC-315		class_C_beta-lactamase_PDC-315
NCBI_3367	blaPDC-316	NA	blaPDC-316		class_C_beta-lactamase_PDC-316
NCBI_3528	blaPDC-317	NA	blaPDC-317		class_C_beta-lactamase_PDC-317
NCBI_3882	blaPDC-318	NA	blaPDC-318		class_C_beta-lactamase_PDC-318
NCBI_3583	blaPDC-319	NA	blaPDC-319		class_C_beta-lactamase_PDC-319
NCBI_1467	blaPDC-32	NA	blaPDC-32		class_C_beta-lactamase_PDC-32
NCBI_3883	blaPDC-320	NA	blaPDC-320		class_C_beta-lactamase_PDC-320
NCBI_3884	blaPDC-321	NA	blaPDC-321		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-321
NCBI_3693	blaPDC-322	NA	blaPDC-322		inhibitor-resistant_class_C_beta-lactamase_PDC-322
NCBI_3885	blaPDC-323	NA	blaPDC-323		class_C_beta-lactamase_PDC-323
NCBI_3886	blaPDC-324	NA	blaPDC-324		class_C_beta-lactamase_PDC-324
NCBI_3887	blaPDC-325	NA	blaPDC-325		class_C_beta-lactamase_PDC-325
NCBI_3888	blaPDC-326	NA	blaPDC-326		class_C_beta-lactamase_PDC-326
NCBI_3889	blaPDC-327	NA	blaPDC-327		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-327
NCBI_3890	blaPDC-328	NA	blaPDC-328		class_C_beta-lactamase_PDC-328
NCBI_3891	blaPDC-329	NA	blaPDC-329		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-329
NCBI_6582	blaPDC-33	NA	blaPDC-33		class_C_beta-lactamase_PDC-33
NCBI_3892	blaPDC-330	NA	blaPDC-330		class_C_beta-lactamase_PDC-330
NCBI_3893	blaPDC-331	NA	blaPDC-331		class_C_beta-lactamase_PDC-331
NCBI_3894	blaPDC-332	NA	blaPDC-332		class_C_beta-lactamase_PDC-332
NCBI_3735	blaPDC-333	NA	blaPDC-333		class_C_beta-lactamase_PDC-333
NCBI_3786	blaPDC-334	NA	blaPDC-334		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-334
NCBI_3787	blaPDC-335	NA	blaPDC-335		inhibitor-resistant_class_C_beta-lactamase_PDC-335
NCBI_3788	blaPDC-336	NA	blaPDC-336		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-336
NCBI_3789	blaPDC-337	NA	blaPDC-337		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-337
NCBI_3790	blaPDC-338	NA	blaPDC-338		class_C_beta-lactamase_PDC-338
NCBI_3791	blaPDC-339	NA	blaPDC-339		class_C_beta-lactamase_PDC-339
NCBI_6149	blaPDC-34	NA	blaPDC-34		class_C_beta-lactamase_PDC-34
NCBI_3792	blaPDC-340	NA	blaPDC-340		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-340
NCBI_3793	blaPDC-341	NA	blaPDC-341		class_C_beta-lactamase_PDC-341
NCBI_3794	blaPDC-342	NA	blaPDC-342		class_C_beta-lactamase_PDC-342
NCBI_3795	blaPDC-343	NA	blaPDC-343		class_C_beta-lactamase_PDC-343
NCBI_3796	blaPDC-344	NA	blaPDC-344		class_C_beta-lactamase_PDC-344
NCBI_3797	blaPDC-345	NA	blaPDC-345		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-345
NCBI_3798	blaPDC-346	NA	blaPDC-346		inhibitor-resistant_class_C_beta-lactamase_PDC-346
NCBI_3799	blaPDC-347	NA	blaPDC-347		class_C_beta-lactamase_PDC-347
NCBI_3800	blaPDC-348	NA	blaPDC-348		class_C_beta-lactamase_PDC-348
NCBI_3801	blaPDC-349	NA	blaPDC-349		class_C_beta-lactamase_PDC-349
NCBI_6130	blaPDC-35	blaPDC-20a	blaPDC-35	blaPDC-20a	class_C_beta-lactamase_PDC-35
NCBI_3802	blaPDC-350	NA	blaPDC-350		class_C_beta-lactamase_PDC-350
NCBI_3803	blaPDC-351	NA	blaPDC-351		class_C_beta-lactamase_PDC-351
NCBI_3804	blaPDC-352	NA	blaPDC-352		class_C_beta-lactamase_PDC-352
NCBI_3540	blaPDC-353	NA	blaPDC-353		class_C_beta-lactamase_PDC-353
NCBI_3805	blaPDC-354	NA	blaPDC-354		class_C_beta-lactamase_PDC-354
NCBI_3806	blaPDC-355	NA	blaPDC-355		class_C_beta-lactamase_PDC-355
NCBI_3807	blaPDC-356	NA	blaPDC-356		class_C_beta-lactamase_PDC-356
NCBI_3808	blaPDC-357	NA	blaPDC-357		class_C_beta-lactamase_PDC-357
NCBI_3809	blaPDC-358	NA	blaPDC-358		class_C_beta-lactamase_PDC-358
NCBI_3810	blaPDC-359	NA	blaPDC-359		class_C_beta-lactamase_PDC-359
NCBI_6939	blaPDC-36	NA	blaPDC-36		class_C_beta-lactamase_PDC-36
NCBI_3811	blaPDC-360	NA	blaPDC-360		class_C_beta-lactamase_PDC-360
NCBI_7166	blaPDC-361	NA	blaPDC-361		class_C_beta-lactamase_PDC-361
NCBI_3812	blaPDC-362	NA	blaPDC-362		class_C_beta-lactamase_PDC-362
NCBI_3813	blaPDC-363	NA	blaPDC-363		class_C_beta-lactamase_PDC-363
NCBI_3290	blaPDC-364	NA	blaPDC-364		class_C_beta-lactamase_PDC-364
NCBI_3814	blaPDC-365	NA	blaPDC-365		class_C_beta-lactamase_PDC-365
NCBI_3815	blaPDC-366	NA	blaPDC-366		class_C_beta-lactamase_PDC-366
NCBI_3287	blaPDC-367	NA	blaPDC-367		class_C_beta-lactamase_PDC-367
NCBI_3816	blaPDC-368	NA	blaPDC-368		class_C_beta-lactamase_PDC-368
NCBI_3817	blaPDC-369	NA	blaPDC-369		class_C_beta-lactamase_PDC-369
NCBI_6936	blaPDC-37	NA	blaPDC-37		class_C_beta-lactamase_PDC-37
NCBI_3818	blaPDC-370	NA	blaPDC-370		class_C_beta-lactamase_PDC-370
NCBI_3456	blaPDC-371	NA	blaPDC-371		class_C_beta-lactamase_PDC-371
NCBI_3819	blaPDC-372	NA	blaPDC-372		class_C_beta-lactamase_PDC-372
NCBI_3820	blaPDC-373	NA	blaPDC-373		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-373
NCBI_6170	blaPDC-374	NA	blaPDC-374		class_C_beta-lactamase_PDC-374
NCBI_3821	blaPDC-375	NA	blaPDC-375		class_C_beta-lactamase_PDC-375
NCBI_3822	blaPDC-376	NA	blaPDC-376		class_C_beta-lactamase_PDC-376
NCBI_3823	blaPDC-377	NA	blaPDC-377		class_C_beta-lactamase_PDC-377
NCBI_3824	blaPDC-378	NA	blaPDC-378		class_C_beta-lactamase_PDC-378
NCBI_3825	blaPDC-379	NA	blaPDC-379		class_C_beta-lactamase_PDC-379
NCBI_6914	blaPDC-38	NA	blaPDC-38		class_C_beta-lactamase_PDC-38
NCBI_3826	blaPDC-380	NA	blaPDC-380		class_C_beta-lactamase_PDC-380
NCBI_3827	blaPDC-381	NA	blaPDC-381		inhibitor-resistant_class_C_beta-lactamase_PDC-381
NCBI_3828	blaPDC-382	NA	blaPDC-382		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-382
NCBI_3829	blaPDC-383	NA	blaPDC-383		class_C_beta-lactamase_PDC-383
NCBI_3895	blaPDC-384	NA	blaPDC-384		class_C_beta-lactamase_PDC-384
NCBI_3896	blaPDC-385	NA	blaPDC-385		class_C_beta-lactamase_PDC-385
NCBI_3897	blaPDC-386	NA	blaPDC-386		class_C_beta-lactamase_PDC-386
NCBI_3957	blaPDC-387	NA	blaPDC-387		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-387
NCBI_3958	blaPDC-388	NA	blaPDC-388		class_C_beta-lactamase_PDC-388
NCBI_4065	blaPDC-389	NA	blaPDC-389		class_C_beta-lactamase_PDC-389
NCBI_6935	blaPDC-39	NA	blaPDC-39		class_C_beta-lactamase_PDC-39
NCBI_4066	blaPDC-390	NA	blaPDC-390		class_C_beta-lactamase_PDC-390
NCBI_4067	blaPDC-391	NA	blaPDC-391		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-391
NCBI_4068	blaPDC-392	NA	blaPDC-392		class_C_beta-lactamase_PDC-392
NCBI_4069	blaPDC-393	NA	blaPDC-393		class_C_beta-lactamase_PDC-393
NCBI_4070	blaPDC-394	NA	blaPDC-394		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-394
NCBI_4071	blaPDC-395	NA	blaPDC-395		class_C_beta-lactamase_PDC-395
NCBI_4072	blaPDC-396	NA	blaPDC-396		class_C_beta-lactamase_PDC-396
NCBI_4073	blaPDC-397	NA	blaPDC-397		class_C_beta-lactamase_PDC-397
NCBI_4091	blaPDC-398	NA	blaPDC-398		class_C_beta-lactamase_PDC-398
NCBI_4092	blaPDC-399	NA	blaPDC-399		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-399
NCBI_1468	blaPDC-4	NA	blaPDC-4		extended-spectrum_class_C_beta-lactamase_PDC-4
NCBI_1469	blaPDC-40	NA	blaPDC-40		class_C_beta-lactamase_PDC-40
NCBI_4093	blaPDC-400	NA	blaPDC-400		class_C_beta-lactamase_PDC-400
NCBI_4094	blaPDC-401	NA	blaPDC-401		class_C_beta-lactamase_PDC-401
NCBI_3584	blaPDC-402	NA	blaPDC-402		class_C_beta-lactamase_PDC-402
NCBI_4095	blaPDC-403	NA	blaPDC-403		class_C_beta-lactamase_PDC-403
NCBI_4096	blaPDC-404	NA	blaPDC-404		class_C_beta-lactamase_PDC-404
NCBI_4097	blaPDC-405	NA	blaPDC-405		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-405
NCBI_4098	blaPDC-406	NA	blaPDC-406		class_C_beta-lactamase_PDC-406
NCBI_3437	blaPDC-407	NA	blaPDC-407		class_C_beta-lactamase_PDC-407
NCBI_3585	blaPDC-408	NA	blaPDC-408		class_C_beta-lactamase_PDC-408
NCBI_4099	blaPDC-409	NA	blaPDC-409		inhibitor-resistant_class_C_beta-lactamase_PDC-409
NCBI_7594	blaPDC-41	NA	blaPDC-41		class_C_beta-lactamase_PDC-41
NCBI_4100	blaPDC-410	NA	blaPDC-410		class_C_beta-lactamase_PDC-410
NCBI_4101	blaPDC-411	NA	blaPDC-411		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-411
NCBI_4102	blaPDC-412	NA	blaPDC-412		class_C_beta-lactamase_PDC-412
NCBI_4103	blaPDC-413	NA	blaPDC-413		class_C_beta-lactamase_PDC-413
NCBI_4104	blaPDC-414	NA	blaPDC-414		class_C_beta-lactamase_PDC-414
NCBI_4105	blaPDC-415	NA	blaPDC-415		class_C_beta-lactamase_PDC-415
NCBI_4106	blaPDC-416	NA	blaPDC-416		class_C_beta-lactamase_PDC-416
NCBI_4107	blaPDC-417	NA	blaPDC-417		class_C_beta-lactamase_PDC-417
NCBI_4108	blaPDC-418	NA	blaPDC-418		class_C_beta-lactamase_PDC-418
NCBI_4109	blaPDC-419	NA	blaPDC-419		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-419
NCBI_1470	blaPDC-42	NA	blaPDC-42		class_C_beta-lactamase_PDC-42
NCBI_4110	blaPDC-420	NA	blaPDC-420		class_C_beta-lactamase_PDC-420
NCBI_4111	blaPDC-421	NA	blaPDC-421		class_C_beta-lactamase_PDC-421
NCBI_4150	blaPDC-422	NA	blaPDC-422		inhibitor-resistant_class_C_beta-lactamase_PDC-422
NCBI_3587	blaPDC-423	NA	blaPDC-423		inhibitor-resistant_class_C_beta-lactamase_PDC-423
NCBI_4151	blaPDC-424	NA	blaPDC-424		class_C_beta-lactamase_PDC-424
NCBI_4152	blaPDC-425	NA	blaPDC-425		class_C_beta-lactamase_PDC-425
NCBI_4153	blaPDC-426	NA	blaPDC-426		class_C_beta-lactamase_PDC-426
NCBI_4154	blaPDC-427	NA	blaPDC-427		class_C_beta-lactamase_PDC-427
NCBI_4155	blaPDC-428	NA	blaPDC-428		class_C_beta-lactamase_PDC-428
NCBI_4156	blaPDC-429	NA	blaPDC-429		class_C_beta-lactamase_PDC-429
NCBI_7560	blaPDC-43	NA	blaPDC-43		class_C_beta-lactamase_PDC-43
NCBI_4157	blaPDC-430	NA	blaPDC-430		class_C_beta-lactamase_PDC-430
NCBI_6945	blaPDC-431	NA	blaPDC-431		class_C_beta-lactamase_PDC-431
NCBI_4158	blaPDC-432	NA	blaPDC-432		class_C_beta-lactamase_PDC-432
NCBI_3575	blaPDC-433	NA	blaPDC-433		class_C_beta-lactamase_PDC-433
NCBI_4159	blaPDC-434	NA	blaPDC-434		class_C_beta-lactamase_PDC-434
NCBI_4160	blaPDC-435	NA	blaPDC-435		class_C_beta-lactamase_PDC-435
NCBI_4161	blaPDC-436	NA	blaPDC-436		class_C_beta-lactamase_PDC-436
NCBI_4162	blaPDC-437	NA	blaPDC-437		class_C_beta-lactamase_PDC-437
NCBI_4163	blaPDC-438	NA	blaPDC-438		class_C_beta-lactamase_PDC-438
NCBI_4164	blaPDC-439	NA	blaPDC-439		class_C_beta-lactamase_PDC-439
NCBI_7574	blaPDC-44	NA	blaPDC-44		extended-spectrum_class_C_beta-lactamase_PDC-44
NCBI_4165	blaPDC-440	NA	blaPDC-440		class_C_beta-lactamase_PDC-440
NCBI_4166	blaPDC-441	NA	blaPDC-441		class_C_beta-lactamase_PDC-441
NCBI_7939	blaPDC-442	NA	blaPDC-442		class_C_beta-lactamase_PDC-442
NCBI_3573	blaPDC-443	NA	blaPDC-443		class_C_beta-lactamase_PDC-443
NCBI_4167	blaPDC-444	NA	blaPDC-444		class_C_beta-lactamase_PDC-444
NCBI_4168	blaPDC-445	NA	blaPDC-445		class_C_beta-lactamase_PDC-445
NCBI_4169	blaPDC-446	NA	blaPDC-446		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-446
NCBI_4170	blaPDC-447	NA	blaPDC-447		class_C_beta-lactamase_PDC-447
NCBI_4171	blaPDC-448	NA	blaPDC-448		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-448
NCBI_4172	blaPDC-449	NA	blaPDC-449		class_C_beta-lactamase_PDC-449
NCBI_7580	blaPDC-45	NA	blaPDC-45		class_C_beta-lactamase_PDC-45
NCBI_4173	blaPDC-450	NA	blaPDC-450		class_C_beta-lactamase_PDC-450
NCBI_4174	blaPDC-451	NA	blaPDC-451		class_C_beta-lactamase_PDC-451
NCBI_4175	blaPDC-452	NA	blaPDC-452		class_C_beta-lactamase_PDC-452
NCBI_4181	blaPDC-453	NA	blaPDC-453		class_C_beta-lactamase_PDC-453
NCBI_3743	blaPDC-454	NA	blaPDC-454		class_C_beta-lactamase_PDC-454
NCBI_8088	blaPDC-455	NA	blaPDC-455		class_C_beta-lactamase_PDC-455
NCBI_4236	blaPDC-456	NA	blaPDC-456		class_C_beta-lactamase_PDC-456
NCBI_2704	blaPDC-457	NA	blaPDC-457		class_C_beta-lactamase_PDC-457
NCBI_4289	blaPDC-458	NA	blaPDC-458		class_C_beta-lactamase_PDC-458
NCBI_4290	blaPDC-459	NA	blaPDC-459		extended-spectrum_class_C_beta-lactamase_PDC-459
NCBI_7737	blaPDC-46	NA	blaPDC-46		class_C_beta-lactamase_PDC-46
NCBI_4291	blaPDC-460	NA	blaPDC-460		extended-spectrum_class_C_beta-lactamase_PDC-460
NCBI_4292	blaPDC-461	NA	blaPDC-461		extended-spectrum_class_C_beta-lactamase_PDC-461
NCBI_4293	blaPDC-462	NA	blaPDC-462		extended-spectrum_class_C_beta-lactamase_PDC-462
NCBI_4294	blaPDC-463	NA	blaPDC-463		extended-spectrum_class_C_beta-lactamase_PDC-463
NCBI_4295	blaPDC-464	NA	blaPDC-464		extended-spectrum_class_C_beta-lactamase_PDC-464
NCBI_4296	blaPDC-465	NA	blaPDC-465		class_C_beta-lactamase_PDC-465
NCBI_4297	blaPDC-466	NA	blaPDC-466		class_C_beta-lactamase_PDC-466
NCBI_4350	blaPDC-467	NA	blaPDC-467		class_C_beta-lactamase_PDC-467
NCBI_4351	blaPDC-468	NA	blaPDC-468		inhibitor-resistant_class_C_beta-lactamase_PDC-468
NCBI_4352	blaPDC-469	NA	blaPDC-469		inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-469
NCBI_7555	blaPDC-47	NA	blaPDC-47		class_C_beta-lactamase_PDC-47
NCBI_4353	blaPDC-470	NA	blaPDC-470		class_C_beta-lactamase_PDC-470
NCBI_4354	blaPDC-471	NA	blaPDC-471		class_C_beta-lactamase_PDC-471
